Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
42.476,0.835,0.339,1.750,-0.922,0.297,0.023,-0.227,1.476,1.701,4.564
42.584,0.838,0.349,1.752,-0.914,0.297,0.023,-0.258,1.595,2.039,4.528
42.685,0.846,0.370,1.756,-0.891,0.297,0.031,-0.328,1.783,2.425,4.428
42.786,0.855,0.390,1.757,-0.859,0.297,0.039,-0.398,2.102,3.042,4.308
42.971,0.874,0.426,1.751,0.781,-0.289,-0.055,0.539,2.323,3.237,2.985
43.074,0.889,0.450,1.735,0.688,-0.258,-0.078,0.656,2.340,3.228,1.962
43.175,0.899,0.466,1.718,0.602,-0.219,-0.086,0.758,2.293,3.252,1.076
43.278,0.908,0.483,1.687,0.469,-0.148,-0.086,0.859,2.043,3.033,0.048
43.394,0.912,0.492,1.673,0.422,-0.117,-0.086,0.891,1.589,2.310,0.053
43.497,0.915,0.499,1.664,0.391,-0.094,-0.078,0.906,1.436,2.016,0.055
43.600,0.919,0.504,1.655,0.367,-0.086,-0.086,0.914,1.435,1.886,0.053
43.709,0.931,0.512,1.647,0.344,-0.086,-0.109,0.922,1.470,1.843,0.048
43.810,0.931,0.512,1.647,0.344,-0.086,-0.109,0.922,1.501,1.856,0.048
43.911,0.931,0.512,1.647,0.344,-0.086,-0.109,0.922,1.517,1.891,0.046
44.051,0.931,0.512,1.647,0.344,-0.086,-0.109,0.922,1.537,1.959,0.043
44.154,0.940,0.517,1.650,0.359,-0.086,-0.133,0.914,1.593,2.070,0.044
44.261,1.016,0.695,1.654,0.383,-0.094,-0.133,0.898,1.702,2.303,0.048
44.363,1.321,1.418,1.650,0.391,-0.094,-0.141,0.898,2.019,3.028,0.048
44.482,1.590,2.055,1.647,0.383,-0.102,-0.148,0.898,2.156,3.319,0.374
44.585,1.590,2.055,1.647,0.383,-0.102,-0.148,0.898,2.181,3.295,0.390
44.715,1.590,2.055,1.647,0.383,-0.102,-0.148,0.898,2.220,3.271,0.411
44.840,1.590,2.055,1.647,0.383,-0.102,-0.148,0.898,2.224,3.268,0.292
44.948,1.601,2.069,1.632,0.328,-0.094,-0.156,0.922,2.150,3.179,0.055
45.145,1.606,2.075,1.597,0.234,-0.063,-0.164,0.953,1.955,2.808,0.051
45.250,1.606,2.075,1.597,0.234,-0.063,-0.164,0.953,1.947,2.753,0.054
45.352,1.727,2.315,1.611,0.211,-0.063,-0.180,0.953,2.084,2.986,0.048
45.454,1.909,2.682,1.642,0.219,-0.078,-0.195,0.945,2.273,3.265,0.299
45.557,1.951,2.766,1.649,0.234,-0.102,-0.211,0.938,2.336,3.230,0.681
45.660,1.959,2.757,1.672,0.289,-0.188,-0.273,0.891,2.480,3.153,0.950
45.769,1.965,2.741,1.703,0.328,-0.313,-0.367,0.805,2.728,3.022,1.165
45.892,1.962,2.717,1.743,0.359,-0.484,-0.477,0.633,3.042,2.717,1.444
